tempo_s,x,y,z
2025-04-24T19:58:50.554410,0.011,0.1528,0.9917
2025-04-24T19:58:50.605094,0.0078,0.1539,0.9886
2025-04-24T19:58:50.656170,0.0101,0.1536,0.9848
2025-04-24T19:58:50.707990,0.0094,0.1526,0.986
2025-04-24T19:58:50.758781,0.0088,0.1538,0.9861
2025-04-24T19:58:50.809531,0.0103,0.1534,0.9881
2025-04-24T19:58:50.860519,0.009,0.1533,0.9906
2025-04-24T19:58:50.911140,0.0096,0.1535,0.9896
2025-04-24T19:58:50.964030,0.0102,0.1541,0.9884
2025-04-24T19:58:51.013093,0.0088,0.1528,0.9878
2025-04-24T19:58:51.064252,0.0099,0.1531,0.9865
2025-04-24T19:58:51.117416,0.01,0.1526,0.9864
2025-04-24T19:58:51.167904,0.0083,0.154,0.9884
2025-04-24T19:58:51.217243,0.0099,0.1547,0.9903
2025-04-24T19:58:51.268992,0.0102,0.1537,0.9911
2025-04-24T19:58:51.319219,0.0085,0.1546,0.9896
2025-04-24T19:58:51.371601,0.0095,0.1528,0.9891
2025-04-24T19:58:51.422486,0.011,0.1535,0.9875
2025-04-24T19:58:51.476958,0.0082,0.1537,0.9868
2025-04-24T19:58:51.523192,0.0102,0.1529,0.9875
2025-04-24T19:58:51.575652,0.0098,0.1537,0.9891
2025-04-24T19:58:51.625294,0.0074,0.1545,0.99
2025-04-24T19:58:51.677023,0.0105,0.1535,0.989
2025-04-24T19:58:51.727105,0.0097,0.1532,0.989
2025-04-24T19:58:51.780571,0.0093,0.1536,0.986
2025-04-24T19:58:51.838681,0.0111,0.1522,0.9829
2025-04-24T19:58:51.884966,0.0087,0.1534,0.9827
2025-04-24T19:58:51.934685,0.0098,0.1536,0.9873
2025-04-24T19:58:51.983931,0.0117,0.1541,0.99
2025-04-24T19:58:52.033201,0.0324,0.1054,0.9402
2025-04-24T19:58:52.087821,0.1845,0.1233,0.9487
2025-04-24T19:58:52.138748,0.0337,0.2883,1.2998
2025-04-24T19:58:52.189037,0.0831,0.164,1.2877
2025-04-24T19:58:52.238323,0.1743,-0.0017,0.4618
2025-04-24T19:58:52.288497,0.0145,0.0014,0.2058
2025-04-24T19:58:52.339154,-0.8332,1.4742,2.0447
2025-04-24T19:58:52.393219,-0.1471,-0.1577,0.7696
2025-04-24T19:58:52.441135,0.1416,-0.0908,0.7171
2025-04-24T19:58:52.496095,0.0355,0.0652,0.026
2025-04-24T19:58:52.543606,-0.8937,0.4721,0.589
2025-04-24T19:58:52.596440,-0.2298,0.1291,1.1042
2025-04-24T19:58:52.646239,0.2848,0.1597,0.4216
2025-04-24T19:58:52.702169,-0.0359,-0.0201,0.0487
2025-04-24T19:58:52.748789,0.3066,0.3287,-0.6186
2025-04-24T19:58:52.803259,0.0757,0.5043,1.5591
2025-04-24T19:58:52.852821,0.013,0.0049,0.3545
2025-04-24T19:58:52.906018,-0.0839,0.3295,-0.7168
2025-04-24T19:58:52.954290,0.1398,0.1255,1.6496
2025-04-24T19:58:53.009790,-0.1704,0.2437,1.0536
2025-04-24T19:58:53.057055,0.0131,0.2237,0.6777
2025-04-24T19:58:53.110280,0.0158,0.1674,1.0601
2025-04-24T19:58:53.158257,-0.1575,0.1899,1.0373
2025-04-24T19:58:53.216482,0.1226,0.1691,0.6209
2025-04-24T19:58:53.261377,0.1272,0.0917,0.3952
2025-04-24T19:58:53.319477,-0.0733,-1.1059,-1.5722
2025-04-24T19:58:53.361086,0.0295,-0.3746,-0.6273
2025-04-24T19:58:53.420066,0.1366,-0.0588,0.3518
2025-04-24T19:58:53.467452,-0.0382,0.1699,0.8958
2025-04-24T19:58:53.518521,-0.0053,0.1135,0.8424
2025-04-24T19:58:53.571478,0.0933,0.2363,0.9206
2025-04-24T19:58:53.623149,0.0545,0.2706,1.062
2025-04-24T19:58:53.673436,-0.0312,0.0852,0.8802
2025-04-24T19:58:53.725597,0.0798,0.1752,0.9138
2025-04-24T19:58:53.773941,-0.013,0.154,0.9613
2025-04-24T19:58:53.818319,-0.015,0.1355,1.0011
2025-04-24T19:58:53.869244,0.0477,0.165,1.0112
2025-04-24T19:58:53.922766,0.0162,0.1668,1.0428
2025-04-24T19:58:53.971370,-0.0299,0.155,1.0408
2025-04-24T19:58:54.022404,0.011,0.1724,1.0207
2025-04-24T19:58:54.075319,0.0452,0.1663,1.0082
2025-04-24T19:58:54.124308,-0.0178,0.1363,0.9996
2025-04-24T19:58:54.181502,0.0043,0.1624,0.9805
2025-04-24T19:58:54.226226,0.0329,0.1632,0.9538
2025-04-24T19:58:54.277951,-0.0026,0.1352,0.9601
2025-04-24T19:58:54.329026,0.0018,0.1434,0.959
2025-04-24T19:58:54.385087,0.031,0.1629,0.9526
2025-04-24T19:58:54.430498,0.0026,0.1538,0.9771
2025-04-24T19:58:54.483146,-0.0027,0.1494,0.9932
2025-04-24T19:58:54.532313,0.0302,0.1616,0.995
2025-04-24T19:58:54.584662,0.0079,0.1616,1.0085
2025-04-24T19:58:54.634551,-0.0079,0.1562,1.0147
2025-04-24T19:58:54.688798,0.0223,0.1636,1.0095
2025-04-24T19:58:54.736374,0.018,0.1624,1.0043
2025-04-24T19:58:54.789494,-0.0087,0.1474,0.9942
2025-04-24T19:58:54.838608,0.0181,0.1591,0.9785
2025-04-24T19:58:54.893142,0.0168,0.1574,0.9718
2025-04-24T19:58:54.940396,-0.0074,0.1412,0.9733
2025-04-24T19:58:54.995753,0.0185,0.1556,0.9676
2025-04-24T19:58:55.042721,0.0167,0.157,0.976
2025-04-24T19:58:55.094256,-0.0065,0.1488,0.9893
2025-04-24T19:58:55.145396,0.0174,0.16,0.9914
2025-04-24T19:58:55.199258,0.0166,0.1594,0.9988
2025-04-24T19:58:55.248259,-0.0042,0.1535,1.0067
2025-04-24T19:58:55.300481,0.0157,0.1611,0.9972
2025-04-24T19:58:55.350656,0.017,0.1594,0.9941
2025-04-24T19:58:55.406942,-0.0014,0.1516,0.9918
2025-04-24T19:58:55.453992,0.0153,0.1574,0.981
2025-04-24T19:58:55.506498,0.0151,0.156,0.9783
